"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Age","Total_Spending","TotalNumPurchases","TotalAcceptedCmp","AcceptedCmp","Children"
"Graduate","Single",55801,35,7,0,0,0,1,0,0,43,527,21,1,1,2
"Graduate","Single",76320,49,2,0,0,0,0,0,0,59,932,15,0,0,1
"Postgrad","Single",36927,46,8,0,0,0,0,0,0,63,71,8,0,0,2
"Graduate","Married",48794,97,4,0,0,0,0,0,0,65,54,5,0,0,2
"Graduate","Single",23478,51,8,0,0,0,0,0,0,53,129,7,0,0,0
"Graduate","Single",71128,80,7,0,0,0,0,0,0,45,1615,27,0,0,1
"Postgrad","Single",70179,10,5,0,0,0,0,0,0,42,1034,26,0,0,1
"Graduate","Married",59462,29,7,0,0,0,0,0,0,68,1088,25,0,0,1
"Graduate","Married",38361,74,7,0,0,0,0,0,0,49,137,10,0,0,1
"Postgrad","Married",70038,54,2,0,0,0,0,0,0,36,1244,17,0,0,0
"Graduate","Married",42554,93,4,0,0,0,0,0,0,40,41,7,0,0,2
"Graduate","Married",67445,63,6,0,0,0,0,0,0,44,1174,32,0,0,1
"Graduate","Single",67046,92,2,0,0,0,0,0,0,67,993,15,0,0,1
"Graduate","Married",42192,40,4,0,0,0,0,0,0,70,100,7,0,0,0
"Postgrad","Married",77610,70,7,0,0,0,0,0,0,66,1680,17,0,0,1
"Graduate","Married",31761,96,5,0,0,0,0,0,0,34,98,9,0,0,1
"Graduate","Married",34350,81,7,0,0,0,0,0,0,39,48,5,0,0,1
"Graduate","Married",54591,63,5,0,0,0,0,0,0,69,519,19,0,0,1
"Graduate","Married",71866,85,3,0,0,0,0,0,0,62,715,20,0,0,1
"Graduate","Married",25293,51,8,0,0,0,0,0,0,49,37,5,0,0,1
"Postgrad","Single",42000,23,5,0,0,0,0,0,1,31,653,20,1,1,0
"Graduate","Married",69520,95,5,0,0,0,0,0,0,35,1455,21,0,0,0
"Graduate","Single",64713,11,4,0,0,0,0,0,1,48,602,19,1,1,1
"Postgrad","Married",27889,42,6,0,0,0,0,0,0,41,26,5,0,0,1
"Undergraduate","Single",22123,77,5,0,0,0,0,0,0,58,102,7,0,0,0
"Graduate","Married",27803,40,8,0,0,0,0,0,0,45,176,9,0,0,1
"Graduate","Married",51651,32,8,0,0,0,0,0,0,58,433,17,0,0,1
"Graduate","Married",68487,48,4,0,0,0,0,0,0,30,1366,30,0,0,0
"Graduate","Married",56796,24,7,0,0,0,0,0,0,49,1001,27,0,0,1
"Undergraduate","Married",87000,61,2,0,0,0,0,0,0,26,961,18,0,0,0
"Graduate","Married",79823,6,2,0,1,0,0,0,0,59,1518,23,1,1,1
"Graduate","Single",30828,16,3,0,0,0,0,0,0,38,56,8,0,0,1
"Postgrad","Married",34109,39,4,0,0,0,0,0,0,47,22,4,0,0,1
"Postgrad","Single",53367,2,7,0,0,0,0,0,1,44,400,21,1,1,2
"Undergraduate","Married",22390,49,7,0,0,0,0,0,0,49,26,4,0,0,0
"Graduate","Married",71322,31,2,0,0,0,0,0,0,42,350,13,0,0,1
"Postgrad","Married",49912,5,8,1,0,0,0,0,1,69,874,26,2,1,1
"Postgrad","Married",48699,90,5,0,0,0,0,0,0,68,40,5,0,0,2
"Graduate","Married",80144,47,1,0,0,0,0,0,0,43,1367,19,0,0,0
"Graduate","Single",54252,25,6,0,0,0,0,0,0,62,264,15,0,0,2
"Postgrad","Married",81929,60,6,1,0,1,0,0,1,42,2053,20,3,1,1
"Graduate","Married",76068,67,6,0,1,0,0,1,0,43,1376,10,2,1,1
"Postgrad","Married",53204,40,4,0,0,0,0,0,0,42,45,5,0,0,2
"Postgrad","Married",67911,63,3,0,0,0,0,0,0,69,976,27,0,0,1
"Undergraduate","Married",14796,1,9,0,0,0,0,0,1,34,51,6,1,1,1
"Postgrad","Married",78128,89,3,0,1,1,0,0,0,44,1264,20,2,1,1
"Undergraduate","Married",14188,40,6,0,0,0,0,0,0,46,75,7,0,0,0
"Undergraduate","Married",20425,5,7,0,0,0,0,0,0,32,57,7,0,0,1
"Postgrad","Married",58646,3,4,0,0,0,0,0,0,56,140,8,0,0,1
"Graduate","Single",72967,1,5,1,0,0,0,0,1,48,497,19,2,1,1
"Postgrad","Married",48150,24,7,0,0,0,0,0,0,69,266,13,0,0,1
"Graduate","Single",82332,89,2,0,0,1,0,0,1,57,2006,21,2,1,0
"Graduate","Single",58275,48,7,0,0,0,0,0,0,63,615,23,0,0,2
"Postgrad","Married",44953,31,6,1,0,0,0,0,0,37,1021,24,1,1,0
"Graduate","Married",34587,68,4,0,0,0,0,0,0,65,22,6,0,0,2
"Postgrad","Married",43018,46,5,0,0,0,0,0,0,44,133,7,0,0,1
"Postgrad","Married",45736,92,7,0,0,0,0,0,0,64,437,19,0,0,1
"Postgrad","Married",66476,80,4,0,0,0,0,0,0,49,1013,26,0,0,1
"Undergraduate","Married",27733,16,7,0,0,0,0,0,0,37,57,7,0,0,1
"Postgrad","Married",69805,50,2,0,0,0,0,0,0,66,1038,27,0,0,1
"Postgrad","Single",72217,93,2,0,0,0,0,0,0,56,1573,22,0,0,0
"Graduate","Single",25818,51,7,0,0,0,0,0,0,47,28,4,0,0,1
"Postgrad","Married",37509,24,7,0,0,0,0,0,0,42,123,9,0,0,1
"Undergraduate","Married",25176,79,7,0,0,0,0,0,0,42,13,4,0,0,2
"Graduate","Married",43586,26,8,0,0,0,0,0,0,38,132,10,0,0,1
"Undergraduate","Married",53230,86,5,0,0,0,0,0,0,62,732,23,0,0,1
"Graduate","Married",50116,68,5,0,1,0,0,0,0,61,66,7,1,1,2
"Graduate","Married",84906,98,2,0,1,1,0,1,0,46,1631,24,3,1,0
"Graduate","Married",61286,34,5,0,0,0,0,0,0,52,608,18,0,0,1
"Postgrad","Married",82333,60,2,0,0,1,0,0,1,32,1822,18,2,1,0
"Postgrad","Married",65220,3,6,0,0,0,0,0,1,53,1282,23,1,1,0
"Graduate","Married",33590,65,7,0,0,0,0,0,0,44,8,4,0,0,3
"Graduate","Single",30992,83,7,0,0,0,0,0,0,42,43,5,0,0,1
"Postgrad","Single",72309,64,3,0,0,0,1,0,1,42,1931,20,2,1,0
"Postgrad","Married",156924,85,0,0,0,0,0,0,0,69,8,0,0,0,0
"Undergraduate","Married",16005,69,8,0,0,0,0,0,0,38,103,8,0,0,1
"Graduate","Married",58692,21,7,0,0,0,0,0,0,53,395,15,0,0,1
"Graduate","Single",40590,30,6,1,0,0,0,0,0,49,258,15,1,1,2
"Graduate","Single",20587,39,7,0,0,0,0,0,0,48,25,5,0,0,1
"Postgrad","Single",62637,76,2,0,0,0,0,0,0,64,185,10,0,0,1
"Postgrad","Single",29435,11,9,0,0,0,0,0,1,52,180,11,1,1,2
"Graduate","Single",19346,26,8,0,0,0,0,0,0,44,22,5,0,0,1
"Graduate","Married",35788,34,6,0,0,0,0,0,0,47,44,7,0,0,2
"Graduate","Single",36997,72,5,0,0,0,0,0,0,50,94,12,0,0,2
"Graduate","Married",23539,13,6,0,0,0,0,0,0,61,81,7,0,0,0
"Graduate","Single",65333,58,6,0,1,1,0,0,0,45,798,28,2,1,1
"Graduate","Single",78499,12,4,0,0,1,0,0,1,61,1334,19,2,1,0
"Postgrad","Married",29732,23,9,0,0,0,0,0,0,47,38,5,0,0,1
"Postgrad","Married",41275,33,5,0,0,0,0,0,0,58,61,11,0,0,3
"Postgrad","Married",63516,30,5,0,0,0,0,0,0,45,300,16,0,0,2
"Postgrad","Married",42769,15,4,0,0,0,0,0,0,56,88,8,0,0,1
"Postgrad","Married",49572,25,7,0,0,0,0,0,0,60,54,7,0,0,2
"Graduate","Married",69209,4,4,0,0,0,1,0,0,46,1782,16,1,1,0
"Graduate","Married",17148,80,8,0,0,0,0,0,0,42,68,11,0,0,1
"Graduate","Single",40590,30,6,1,0,0,0,0,0,49,258,15,1,1,2
"Postgrad","Married",30560,6,7,0,0,0,0,0,0,42,31,5,0,0,1
"Undergraduate","Married",32146,16,6,0,0,0,0,0,0,35,66,8,0,0,1
"Undergraduate","Single",41713,57,6,0,0,0,0,0,0,54,174,13,0,0,2
"Postgrad","Married",34176,9,3,0,0,0,0,0,0,43,28,5,0,0,1
"Postgrad","Married",58482,59,6,0,1,0,0,0,0,63,731,22,1,1,1
"Graduate","Single",59686,78,4,0,0,0,0,0,0,53,274,12,0,0,1
"Postgrad","Married",60896,90,6,0,0,0,0,0,1,54,1701,26,1,1,1
"Graduate","Married",62994,74,6,0,0,0,0,0,0,38,312,13,0,0,1
"Graduate","Married",47320,10,6,0,0,0,0,0,0,61,414,20,0,0,1
"Undergraduate","Single",74859,63,3,0,0,0,1,0,0,69,1565,23,1,1,0
"Undergraduate","Single",15253,13,7,0,0,0,0,0,0,26,29,6,0,0,1
"Postgrad","Single",31560,98,8,0,0,0,0,0,0,44,94,8,0,0,1
"Graduate","Single",72071,4,2,0,0,0,0,0,0,64,1338,20,0,0,1
"Postgrad","Single",91172,94,3,1,0,1,1,1,1,28,1092,14,5,1,0
"Graduate","Married",90000,91,1,1,0,1,1,0,0,34,1479,18,3,1,0
"Graduate","Single",41967,66,4,0,0,0,0,0,0,37,54,5,0,0,2
"Graduate","Single",69263,14,6,0,1,0,0,0,0,53,568,18,1,1,1
"Undergraduate","Single",65706,77,7,0,1,1,0,1,1,48,1199,27,4,1,0
"Graduate","Married",60934,41,4,0,0,0,0,0,0,43,873,23,0,0,1
"Graduate","Married",71965,21,3,0,0,0,0,0,0,67,1213,17,0,0,1
"Graduate","Married",65210,25,6,0,1,0,1,0,0,63,731,22,2,1,1
"Postgrad","Married",79174,2,2,0,0,1,1,0,1,43,2043,19,3,1,0
"Postgrad","Single",81380,51,2,0,0,0,0,0,0,51,1893,17,0,0,0
"Graduate","Married",52914,32,7,1,0,0,0,0,0,47,575,15,1,1,1
"Graduate","Married",38946,84,5,0,0,0,0,0,0,63,257,12,0,0,1
"Graduate","Married",26067,49,8,0,0,0,0,0,0,44,56,9,0,0,1
"Postgrad","Married",44325,69,8,0,1,0,0,0,0,46,542,21,1,1,1
"Graduate","Married",42523,96,2,0,0,0,0,0,0,54,125,7,0,0,0
"Undergraduate","Single",26487,23,5,0,0,0,0,0,0,40,69,9,0,0,1
"Undergraduate","Married",53233,18,4,0,0,0,0,0,0,61,40,5,0,0,1
"Graduate","Married",67716,8,5,0,1,0,0,0,0,58,1016,28,1,1,1
"Postgrad","Married",76234,21,3,0,1,0,0,0,0,46,907,23,1,1,1
"Postgrad","Married",84117,60,2,0,0,1,0,0,0,62,1566,24,1,1,0
"Postgrad","Married",65487,48,2,0,0,0,0,0,0,61,1169,17,0,0,0
"Undergraduate","Married",25224,36,3,0,0,0,0,0,0,46,46,7,0,0,1
"Postgrad","Single",89616,36,2,0,0,0,0,0,1,35,1644,25,1,1,0
"Graduate","Single",40851,63,7,0,0,0,0,0,0,47,59,5,0,0,2
"Graduate","Married",27469,2,6,0,0,0,0,0,0,71,17,4,0,0,0
"Undergraduate","Married",82347,38,3,1,0,0,1,0,1,61,1853,25,3,1,0
"Graduate","Married",73803,61,6,1,0,0,0,0,1,61,1528,22,2,1,1
"Postgrad","Single",8820,52,8,0,0,0,0,0,0,66,35,10,0,0,2
"Graduate","Single",43322,25,7,0,0,0,0,0,0,44,141,8,0,0,0
"Graduate","Married",55593,63,6,1,0,0,0,0,0,45,546,17,1,1,1
"Graduate","Married",50501,10,6,1,0,0,0,0,1,64,500,20,2,1,2
"Graduate","Married",37085,65,8,0,0,0,0,0,0,43,61,10,0,0,2
"Undergraduate","Single",16185,71,8,0,0,0,0,0,0,28,106,8,0,0,1
"Graduate","Single",57731,0,6,0,0,0,0,0,0,49,704,26,0,0,1
"Graduate","Married",73807,88,2,0,0,0,0,0,0,40,849,23,0,0,1
"Graduate","Married",18929,15,6,0,0,0,0,0,0,28,85,6,0,0,0
"Graduate","Single",35893,80,8,0,0,0,0,0,0,50,199,15,0,0,2
"Graduate","Married",61014,17,7,0,0,0,0,0,0,38,1147,20,0,0,1
"Graduate","Married",32144,76,7,0,1,0,0,0,0,64,54,10,1,1,2
"Undergraduate","Married",14918,52,6,0,0,0,0,0,0,55,43,5,0,0,1
"Graduate","Single",45146,28,4,0,0,0,0,0,0,55,53,6,0,0,2
"Undergraduate","Single",41769,31,8,0,0,0,0,0,0,63,521,22,0,0,1
"Graduate","Married",88325,42,2,0,0,0,0,0,0,37,1623,18,0,0,0
"Postgrad","Single",38054,24,7,0,0,0,0,0,0,68,45,7,0,0,2
"Undergraduate","Single",80617,42,2,0,0,0,0,0,0,23,1435,19,0,0,0
"Graduate","Married",5305,12,13,0,0,0,0,0,0,42,32,1,0,0,1
"Graduate","Married",36807,88,6,0,0,0,0,0,0,64,16,4,0,0,2
"Graduate","Married",28427,67,8,0,0,0,0,0,0,35,52,7,0,0,1
"Postgrad","Single",82032,54,1,0,0,0,0,0,0,70,1234,17,0,0,0
"Graduate","Married",22775,40,8,0,0,0,0,0,0,40,15,4,0,0,1
"Postgrad","Married",40101,73,7,0,0,0,0,0,0,33,415,17,0,0,1
"Graduate","Married",58025,81,4,0,0,0,0,0,0,39,470,18,0,0,1
"Postgrad","Single",75777,12,1,0,1,1,0,0,1,36,1438,21,3,1,0
"Undergraduate","Married",7500,7,7,0,0,0,0,0,0,39,53,11,0,0,1
"Postgrad","Married",33562,33,4,0,0,0,0,0,0,55,51,9,0,0,3
"Postgrad","Single",57642,24,4,1,0,0,0,0,0,48,679,22,1,1,1
"Graduate","Married",58554,55,7,0,0,0,0,0,0,50,586,22,0,0,2
"Graduate","Married",63777,87,8,0,0,0,0,0,0,39,653,26,0,0,2
"Graduate","Single",57967,39,5,0,0,0,0,0,0,56,468,19,0,0,1
"Graduate","Married",24434,9,7,0,0,0,0,0,0,46,50,7,0,0,2
"Graduate","Single",11012,82,9,1,0,0,0,0,0,34,84,9,1,1,1
"Postgrad","Single",44802,71,8,0,0,0,0,0,0,48,1049,27,0,0,0
"Graduate","Single",26816,50,4,0,0,0,0,0,0,32,22,4,0,0,0
"Graduate","Married",34421,81,7,0,0,0,0,0,0,44,30,4,0,0,1
"Graduate","Married",61223,46,5,0,0,0,0,0,0,51,1341,18,0,0,1
"Postgrad","Married",64014,56,7,0,0,0,1,0,0,72,444,22,1,1,3
"Graduate","Single",56981,91,6,0,1,0,0,0,0,37,1241,19,1,1,0
"Postgrad","Married",69245,8,3,0,0,0,0,0,0,62,843,23,0,0,1
"Postgrad","Married",52869,40,7,0,0,0,0,0,1,64,172,11,1,1,2
